Title,City,State,Group,Ideology,Headquarters,Statewide,Year,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"Christian America Ministries",Greensburg,Louisiana,,"Christian Identity",Yes,,2018,30.83074,-90.67176,1,place,,,Greensburg,LA,"St. Helena Parish",70441,US,"TIGER/Line® dataset from the US Census Bureau"
"Christian Revival Center",Harrison,Arkansas,,"Christian Identity",Yes,,2018,36.295086,-93.092861,1,place,,,Harrison,AR,"Boone County",72601,US,"TIGER/Line® dataset from the US Census Bureau"
Christogenea,"Panama City",Florida,,"Christian Identity",Yes,,2018,30.159737,-85.660922,1,place,,,"Panama City",FL,"Bay County",32401,US,"TIGER/Line® dataset from the US Census Bureau"
"Church of Israel","Schell City",Missouri,,"Christian Identity",Yes,,2018,38.02003,-94.11578,1,place,,,"Schell City",MO,"Vernon County",64783,US,"TIGER/Line® dataset from the US Census Bureau"
"Covenant People's Ministry",Brooks,Georgia,,"Christian Identity",Yes,,2018,33.30009,-84.453196,1,place,,,Brooks,GA,"Fayette County",30205,US,"TIGER/Line® dataset from the US Census Bureau"
"Divine International Church of the Web",Morton,Illinois,,"Christian Identity",Yes,,2018,40.591322,-89.425339,1,place,,,Morton,IL,"Tazewell County",61550,US,"TIGER/Line® dataset from the US Census Bureau"
"Euro Folk Radio",Chicago,Illinois,,"Christian Identity",Yes,,2018,41.88531,-87.62213,1,place,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
"Fellowship of God's Covenant People",Union,Kentucky,,"Christian Identity",Yes,,2018,38.921583,-84.746057,1,place,,,Union,KY,"Boone County",41091,US,"TIGER/Line® dataset from the US Census Bureau"
"Kingdom Identity Ministries",Harrison,Arkansas,"Kingdom Identity Ministries ","Christian Identity",Yes,,2018,36.295086,-93.092861,1,place,,,Harrison,AR,"Boone County",72601,US,"TIGER/Line® dataset from the US Census Bureau"
"Mission to Israel",Scottsbluff,Nebraska,,"Christian Identity",Yes,,2018,41.922838,-103.622904,1,place,,,Scottsbluff,NE,"Scotts Bluff County",69361,US,"TIGER/Line® dataset from the US Census Bureau"
"Our Place Fellowship",Colville,Washington,,"Christian Identity",Yes,,2018,48.676916,-117.809315,1,place,,,Colville,WA,"Stevens County",99114,US,"TIGER/Line® dataset from the US Census Bureau"
"Restored Assembly of Elohim",Bainbridge,Ohio,,"Christian Identity",Yes,,2018,39.244298,-83.219712,1,place,,,Bainbridge,OH,"Ross County",45612,US,"TIGER/Line® dataset from the US Census Bureau"
"Sacred Truth Publishing & Ministries","Mountain City",Tennessee,,"Christian Identity",Yes,,2018,36.451666,-81.823043,1,place,,,"Mountain City",TN,"Johnson County",37683,US,"TIGER/Line® dataset from the US Census Bureau"
"Scriptures for America Worldwide Ministries",Laporte,Colorado,,"Christian Identity",Yes,,2018,40.63847,-105.14425,1,place,,,"La Porte",CO,"Larimer County",80535,US,"TIGER/Line® dataset from the US Census Bureau"
"Yahushua Dual Seed Christian Identity Ministry",Livingston,Texas,,"Christian Identity",Yes,,2018,30.682947,-94.897605,1,place,,,Livingston,TX,"Polk County",77351,US,"TIGER/Line® dataset from the US Census Bureau"
"Yahweh's Truth",Linwood,Michigan,,"Christian Identity",Yes,,2018,43.771397,-84.051257,1,place,,,Linwood,MI,"Bay County",48634,US,"TIGER/Line® dataset from the US Census Bureau"
"American Border Patrol","Sierra Vista",Arizona,"American Border Patrol/American Patrol",Anti-Immigrant,Yes,,2018,31.571011,-110.170235,1,place,,,"Sierra Vista",AZ,"Cochise County",85635,US,"TIGER/Line® dataset from the US Census Bureau"
"American Immigration Control Foundation/Americans for Immigration Control",Monterey,Virginia,,Anti-Immigrant,Yes,,2018,38.385967,-79.559157,1,place,,,Monterey,VA,"Highland County",24465,US,"TIGER/Line® dataset from the US Census Bureau"
"Americans for Legal Immigration (ALIPAC)",Raleigh,"North Carolina",,Anti-Immigrant,,,2018,35.773632,-78.634457,1,place,,,Raleigh,NC,"Wake County",27601,US,"TIGER/Line® dataset from the US Census Bureau"
"Californians for Population Stabilization","Santa Barbara",California,,Anti-Immigrant,Yes,,2018,34.421897,-119.707135,1,place,,,"Santa Barbara",CA,"Santa Barbara County",93101,US,"TIGER/Line® dataset from the US Census Bureau"
"Center for Immigration Studies",Washington,"District of Columbia","Center for Immigration Studies",Anti-Immigrant,Yes,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Colorado Alliance for Immigration Reform",Lakewood,Colorado,,Anti-Immigrant,Yes,,2018,39.744773,-105.115977,0.9,place,,,Lakewood,CO,"Jefferson County",80215,US,"TIGER/Line® dataset from the US Census Bureau"
"Dustin Inman Society, The",Marietta,Georgia,,Anti-Immigrant,Yes,,2018,33.912473,-84.557181,1,place,,,Marietta,GA,"Cobb County",30006,US,"TIGER/Line® dataset from the US Census Bureau"
"Federation for American Immigration Reform",Washington,"District of Columbia","Federation for American Immigration Reform",Anti-Immigrant,Yes,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Immigration Reform Law Institute",Washington,"District of Columbia",,Anti-Immigrant,Yes,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Legal Immigrants for America","Winter Springs",Florida,,Anti-Immigrant,Yes,,2018,28.686894,-81.273258,1,place,,,"Winter Springs",FL,"Seminole County",32708,US,"TIGER/Line® dataset from the US Census Bureau"
"Mountain Minutemen",Tecate,California,,Anti-Immigrant,,,2018,32.588866,-116.619172,1,place,,,Tecate,CA,"San Diego County",91980,US,"TIGER/Line® dataset from the US Census Bureau"
"Oregonians for Immigration Reform",Salem,Oregon,,Anti-Immigrant,,,2018,44.94878,-123.003655,1,place,,,Salem,OR,"Marion County",97301,US,"TIGER/Line® dataset from the US Census Bureau"
ProEnglish,Arlington,Virginia,,Anti-Immigrant,Yes,,2018,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
"Remembrance Project, The",Pleasanton,Texas,,Anti-Immigrant,,,2018,28.975023,-98.495551,1,place,,,Pleasanton,TX,"Atascosa County",78064,US,"TIGER/Line® dataset from the US Census Bureau"
"Respect Washington",Seattle,Washington,,Anti-Immigrant,,,2018,47.432251,-121.803388,1,place,,,Seattle,WA,"King County",98060,US,"TIGER/Line® dataset from the US Census Bureau"
"San Diegans for Secure Borders","San Diego",California,,Anti-Immigrant,Yes,,2018,32.724103,-117.170912,1,place,,,"San Diego",CA,"San Diego County",92101,US,"TIGER/Line® dataset from the US Census Bureau"
"Texans for Immigration Reduction and Enforcement",Houston,Texas,,Anti-Immigrant,,,2018,29.813142,-95.309789,1,place,,,Houston,TX,"Harris County",77001,US,"TIGER/Line® dataset from the US Census Bureau"
"American Defense Records",Pittsburgh,Pennsylvania,,"Hate Music",,,2018,40.47441,-79.950968,1,place,,,Pittsburgh,PA,"Allegheny County",15201,US,"TIGER/Line® dataset from the US Census Bureau"
"BeaSSt Productions",Greensboro,"North Carolina",,"Hate Music",,,2018,36.069144,-79.765156,1,place,,,Greensboro,NC,"Guilford County",27401,US,"TIGER/Line® dataset from the US Census Bureau"
"Elegy Records",Clifton,"New Jersey",,"Hate Music",,,2018,40.877949,-74.141237,1,place,,,Clifton,NJ,"Passaic County",07011,US,"TIGER/Line® dataset from the US Census Bureau"
"Hostile Class Productions",Burbank,Illinois,,"Hate Music",,,2018,41.73392,-87.7795,1,place,,,Burbank,IL,"Cook County",60459,US,"TIGER/Line® dataset from the US Census Bureau"
"Hypgnosis Records",,Ohio,,"Hate Music",,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"ISD Records",Denison,Texas,,"Hate Music",Yes,,2018,33.76672,-96.546662,1,place,,,Denison,TX,"Grayson County",75020,US,"TIGER/Line® dataset from the US Census Bureau"
"Label 56",Baltimore,Maryland,,"Hate Music",Yes,,2018,39.296536,-76.623489,1,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau"
"MSR Productions","Wheat Ridge",Colorado,,"Hate Music",Yes,,2018,39.776986,-105.108182,1,place,,,"Wheat Ridge",CO,"Jefferson County",80033,US,"TIGER/Line® dataset from the US Census Bureau"
"NSM88 Records",Detroit,Michigan,,"Hate Music",,,2018,42.347021,-83.060184,1,place,,,Detroit,MI,"Wayne County",48201,US,"TIGER/Line® dataset from the US Census Bureau"
"Stahlhelm Records",Milwaukee,Wisconsin,,"Hate Music",Yes,,2018,43.011264,-87.958409,1,place,,,Milwaukee,WI,"Milwaukee County",53201,US,"TIGER/Line® dataset from the US Census Bureau"
Tightrope,"Calico Rock",Arkansas,,"Hate Music",Yes,,2018,36.11951,-92.13599,1,place,,,"Calico Rock",AR,"Izard County",72519,US,"TIGER/Line® dataset from the US Census Bureau"
"United Riot Records","New York","New York",,"Hate Music",,,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Vinlandic Werwolf Distribution",,California,,"Hate Music",,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Wolf Tyr Productions",Holbrook,"New York",,"Hate Music",,,2018,40.78791,-73.066689,1,place,,,Holbrook,NY,"Suffolk County",11741,US,"TIGER/Line® dataset from the US Census Bureau"
"Wolf's Head Records",,California,,"Hate Music",,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Barnes Review/Foundation for Economic Liberty, Inc.","Upper Marlboro",Maryland,"Barnes Review/Foundation for Economic Liberty, Inc.","Holocaust Denial",Yes,,2018,38.816171,-76.786093,1,place,,,"Upper Marlboro",MD,"Prince George's County",20772,US,"TIGER/Line® dataset from the US Census Bureau"
carolynyeager.net,Kerrville,Texas,,"Holocaust Denial",Yes,,2018,29.988525,-99.155469,1,place,,,Kerrville,TX,"Kerr County",78028,US,"TIGER/Line® dataset from the US Census Bureau"
"Committee for Open Debate on the Holocaust","Mill Valley",California,,"Holocaust Denial",Yes,,2018,37.886325,-122.562937,1,place,,,"Mill Valley",CA,"Marin County",94941,US,"TIGER/Line® dataset from the US Census Bureau"
"Committee for Open Debate on the Holocaust",York,Pennsylvania,,"Holocaust Denial",,,2018,39.962998,-76.727139,1,place,,,York,PA,"York County",17401,US,"TIGER/Line® dataset from the US Census Bureau"
"Deir Yassin Remembered",Geneva,"New York",,"Holocaust Denial",Yes,,2018,42.857414,-77.034883,1,place,,,Geneva,NY,"Ontario County",14456,US,"TIGER/Line® dataset from the US Census Bureau"
"Independent History & Research","Coeur d'Alene",Idaho,,"Holocaust Denial",Yes,,2018,47.691736,-116.654109,1,place,,,"Coeur D Alene",ID,"Kootenai County",83814,US,"TIGER/Line® dataset from the US Census Bureau"
"Institute for Historical Review","Newport Beach",California,"Institute for Historical Review","Holocaust Denial",Yes,,2018,33.640302,-117.769442,1,place,,,"Newport Beach",CA,"Orange County",92658,US,"TIGER/Line® dataset from the US Census Bureau"
"The Realist Report",Poway,California,,"Holocaust Denial",Yes,,2018,32.994097,-117.030299,1,place,,,Poway,CA,"San Diego County",92064,US,"TIGER/Line® dataset from the US Census Bureau"
"Asatru Folk Assembly",,Alaska,,"General Hate",,Yes,2018,63.346191,-152.837069,1,state,,,,AK,,,US,"US Census Bureau"
"Asatru Folk Assembly",Brownsville,California,,"General Hate",Yes,,2018,39.425005,-121.273889,1,place,,,Brownsville,CA,"Yuba County",95919,US,"TIGER/Line® dataset from the US Census Bureau"
"Asatru Folk Assembly",,California,,"General Hate",,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Asatru Folk Assembly",,Colorado,,"General Hate",,Yes,2018,38.993867,-105.508319,1,state,,,,CO,,,US,"US Census Bureau"
"Asatru Folk Assembly",,Georgia,,"General Hate",,Yes,2018,32.629579,-83.423511,1,state,,,,GA,,,US,"US Census Bureau"
"Asatru Folk Assembly",,Massachusetts,,"General Hate",,Yes,2018,42.15652,-71.489592,1,state,,,,MA,,,US,"US Census Bureau"
"Asatru Folk Assembly",Bloomington,Minnesota,,"General Hate",,,2018,43.86663,-93.05103,0.67,place,,,"Blooming Prairie",MN,"Steele County",55917,US,"TIGER/Line® dataset from the US Census Bureau"
"Asatru Folk Assembly",,Missouri,,"General Hate",,Yes,2018,38.35075,-92.456783,1,state,,,,MO,,,US,"US Census Bureau"
"Asatru Folk Assembly",,"North Carolina",,"General Hate",,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Asatru Folk Assembly",,"North Dakota",,"General Hate",,Yes,2018,47.44217,-100.460816,1,state,,,,ND,,,US,"US Census Bureau"
"Asatru Folk Assembly",,Ohio,,"General Hate",,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"Asatru Folk Assembly",,Oregon,,"General Hate",,Yes,2018,43.971713,-120.622958,1,state,,,,OR,,,US,"US Census Bureau"
"Asatru Folk Assembly",,Pennsylvania,,"General Hate",,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"Asatru Folk Assembly",,"South Carolina",,"General Hate",,Yes,2018,33.874177,-80.85427,1,state,,,,SC,,,US,"US Census Bureau"
"Asatru Folk Assembly",,Texas,,"General Hate",,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Asatru Folk Assembly",,Virginia,,"General Hate",,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"Asatru Folk Assembly",,"West Virginia",,"General Hate",,Yes,2018,38.647285,-80.618327,1,state,,,,WV,,,US,"US Census Bureau"
"Folkgard of Holda & Odin","Apache Junction",Arizona,,"General Hate",,,2018,33.393398,-111.478975,1,place,,,"Apache Junction",AZ,"Pinal County",85217,US,"TIGER/Line® dataset from the US Census Bureau"
"Gallows Tree Wotansvolk Alliance",,Florida,,"General Hate",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Gallows Tree Wotansvolk Alliance",,Iowa,,"General Hate",,Yes,2018,42.070024,-93.493347,1,state,,,,IA,,,US,"US Census Bureau"
"Gallows Tree Wotansvolk Alliance","Grand Rapids",Michigan,,"General Hate",Yes,,2018,42.984226,-85.629101,1,place,,,"Grand Rapids",MI,"Kent County",49501,US,"TIGER/Line® dataset from the US Census Bureau"
"Gallows Tree Wotansvolk Alliance",,Texas,,"General Hate",,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Pacific Northwest Wolfpack Kindred",,Washington,,"General Hate",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Wolf Age","Grass Valley",California,,"General Hate",Yes,,2018,39.196288,-120.95855,1,place,,,"Grass Valley",CA,"Nevada County",95945,US,"TIGER/Line® dataset from the US Census Bureau"
"Wolves of Vinland",,Oregon,,"General Hate",,Yes,2018,43.971713,-120.622958,1,state,,,,OR,,,US,"US Census Bureau"
"Wolves of Vinland",,"South Carolina",,"General Hate",,Yes,2018,33.874177,-80.85427,1,state,,,,SC,,,US,"US Census Bureau"
"Wolves of Vinland",,Tennessee,,"General Hate",,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"Wolves of Vinland",Lynchburg,Virginia,,"General Hate",Yes,,2018,37.359607,-79.141653,1,place,,,Lynchburg,VA,"Lynchburg city",24501,US,"TIGER/Line® dataset from the US Census Bureau"
"Wolves of Vinland",,Washington,,"General Hate",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Wotan's Nation",Decatur,Tennessee,,"General Hate",,,2018,35.484053,-84.84546,1,place,,,Decatur,TN,"Meigs County",37322,US,"TIGER/Line® dataset from the US Census Bureau"
"211 Bootboys",Washington,"District of Columbia",,"General Hate",,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"211 Bootboys","New York","New York",,"General Hate",Yes,,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"a2z Publications","Las Vegas",Nevada,,"General Hate",Yes,,2018,36.17372,-115.10647,1,place,,,"Las Vegas",NV,"Clark County",89101,US,"TIGER/Line® dataset from the US Census Bureau"
"American Free Press","Upper Marlboro",Maryland,,"General Hate",Yes,,2018,38.816171,-76.786093,1,place,,,"Upper Marlboro",MD,"Prince George's County",20772,US,"TIGER/Line® dataset from the US Census Bureau"
"American Guard",,Arizona,,"General Hate",,Yes,2018,34.203936,-111.606357,1,state,,,,AZ,,,US,"US Census Bureau"
"American Guard",,California,,"General Hate",,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"American Guard",,Colorado,,"General Hate",,Yes,2018,38.993867,-105.508319,1,state,,,,CO,,,US,"US Census Bureau"
"American Guard",,Connecticut,,"General Hate",,Yes,2018,41.579778,-72.746667,1,state,,,,CT,,,US,"US Census Bureau"
"American Guard",,Florida,,"General Hate",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"American Guard",,Idaho,,"General Hate",,Yes,2018,44.302099,-114.595628,1,state,,,,ID,,,US,"US Census Bureau"
"American Guard",,Illinois,,"General Hate",,Yes,2018,40.102875,-89.152611,1,state,,,,IL,,,US,"US Census Bureau"
"American Guard",,Indiana,,"General Hate",Yes,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"American Guard",,Michigan,,"General Hate",,Yes,2018,44.844176,-85.660493,1,state,,,,MI,,,US,"US Census Bureau"
"American Guard",,Missouri,,"General Hate",,Yes,2018,38.35075,-92.456783,1,state,,,,MO,,,US,"US Census Bureau"
"American Guard",,"New Hampshire",,"General Hate",,Yes,2018,43.672691,-71.584315,1,state,,,,NH,,,US,"US Census Bureau"
"American Guard",,"North Carolina",,"General Hate",,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"American Guard",,Ohio,,"General Hate",,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"American Guard",,Pennsylvania,,"General Hate",,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"American Guard",,"Rhode Island",,"General Hate",,Yes,2018,41.597419,-71.527272,1,state,,,,RI,,,US,"US Census Bureau"
"American Guard",,Tennessee,,"General Hate",,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"American Guard",,Utah,,"General Hate",,Yes,2018,39.334993,-111.656333,1,state,,,,UT,,,US,"US Census Bureau"
"Bill Keller Ministries","St. Petersburg",Florida,,"General Hate",Yes,,2018,27.775654,-82.64092,1,place,,,"Saint Petersburg",FL,"Pinellas County",33701,US,"TIGER/Line® dataset from the US Census Bureau"
"Brother Nathanael Foundation, The","Priest River",Idaho,,"General Hate",Yes,,2018,48.17685,-116.8927,1,place,,,"Priest River",ID,"Bonner County",83856,US,"TIGER/Line® dataset from the US Census Bureau"
"Chick Publications",Ontario,California,,"General Hate",,,2018,34.05936,-117.6203,1,place,,,Ontario,CA,"San Bernardino County",91758,US,"TIGER/Line® dataset from the US Census Bureau"
"Concerned Citizens and Friends of Illegal Immigration Law Enforcement",Framingham,Massachusetts,,"General Hate",,,2018,42.320169,-71.440409,1,place,,,Framingham,MA,"Middlesex County",01701,US,"TIGER/Line® dataset from the US Census Bureau"
"Cultural Studies Press","New York","New York",,"General Hate",Yes,,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Dixie Giftshop",,Tennessee,,"General Hate",,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"European-American Evangelistic Crusades",Sheridan,California,,"General Hate",Yes,,2018,38.989408,-121.346893,1,place,,,Sheridan,CA,"Placer County",95681,US,"TIGER/Line® dataset from the US Census Bureau"
"Fundamentalist Latter Day Saints","Colorado City",Arizona,"Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate",,,2018,36.974658,-112.978914,1,place,,,"Colorado City",AZ,"Mohave County",86021,US,"TIGER/Line® dataset from the US Census Bureau"
"Fundamentalist Latter Day Saints",,"South Dakota","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate",,Yes,2018,44.446796,-100.238176,1,state,,,,SD,,,US,"US Census Bureau"
"Fundamentalist Latter Day Saints",Hildale,Utah,"Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate",Yes,,2018,37.004364,-112.978418,1,place,,,Hildale,UT,"Washington County",84784,US,"TIGER/Line® dataset from the US Census Bureau"
Hatreon,Austin,Texas,,"General Hate",Yes,,2018,30.326374,-97.771258,1,place,,,Austin,TX,"Travis County",73301,US,"TIGER/Line® dataset from the US Census Bureau"
"Hell Shaking Street Preachers",Tillamook,Oregon,,"General Hate",,,2018,45.461952,-123.740874,1,place,,,Tillamook,OR,"Tillamook County",97141,US,"TIGER/Line® dataset from the US Census Bureau"
"Insight USA",Longwood,Florida,,"General Hate",Yes,,2018,28.705924,-81.340639,1,place,,,Longwood,FL,"Seminole County",32750,US,"TIGER/Line® dataset from the US Census Bureau"
"Jamaat al-Muslimeen",Baltimore,Maryland,,"General Hate",Yes,,2018,39.296536,-76.623489,1,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau"
"Jewish Defense League",Brooklyn,"New York",,"General Hate",,,2018,40.63122,-73.941542,1,street_center,,"Brooklyn Rd",Brooklyn,NY,"Kings County",11210,US,"TIGER/Line® dataset from the US Census Bureau"
"Jewish Task Force","Fresh Meadows","New York",,"General Hate",Yes,,2018,40.738884,-73.790067,1,place,,,"Fresh Meadows",NY,"Queens County",11365,US,"TIGER/Line® dataset from the US Census Bureau"
"Kingston Group","Salt Lake City",Utah,,"General Hate",Yes,,2018,40.756095,-111.900719,1,place,,,"Salt Lake City",UT,"Salt Lake County",84101,US,"TIGER/Line® dataset from the US Census Bureau"
"Last Frontier Evangelism- Repent Alaska",Anchorage,Alaska,,"General Hate",Yes,,2018,61.220018,-149.855702,1,place,,,Anchorage,AK,"Anchorage Municipality",99501,US,"TIGER/Line® dataset from the US Census Bureau"
"Lordship Church","Coeur d'Alene",Idaho,,"General Hate",Yes,,2018,47.691736,-116.654109,1,place,,,"Coeur D Alene",ID,"Kootenai County",83814,US,"TIGER/Line® dataset from the US Census Bureau"
"Masjid al Islam - As Sabiqun",Washington,"District of Columbia",,"General Hate",,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Nationalist Liberty Union",Augusta,Georgia,,"General Hate",,,2018,33.456687,-81.969184,1,place,,,Augusta,GA,"Richmond County",30901,US,"TIGER/Line® dataset from the US Census Bureau"
"Official Street Preachers","Los Angeles",California,,"General Hate",Yes,,2018,33.973951,-118.248405,1,place,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau"
"Ozark Craft LC",Harrison,Arkansas,,"General Hate",,,2018,36.295086,-93.092861,1,place,,,Harrison,AR,"Boone County",72601,US,"TIGER/Line® dataset from the US Census Bureau"
"Patriot Movement AZ","Litchfield Park",Arizona,,"General Hate",,,2018,33.49337,-112.35794,1,place,,,"Litchfield Park",AZ,"Maricopa County",85340,US,"TIGER/Line® dataset from the US Census Bureau"
"Power of Prophecy",Austin,Texas,,"General Hate",Yes,,2018,30.326374,-97.771258,1,place,,,Austin,TX,"Travis County",73301,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Birmingham,Alabama,"Proud Boys","General Hate",,,2018,33.456412,-86.801904,1,place,,,Birmingham,AL,"Jefferson County",35201,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",,Alaska,"Proud Boys","General Hate",,Yes,2018,63.346191,-152.837069,1,state,,,,AK,,,US,"US Census Bureau"
"Proud Boys",,Arizona,"Proud Boys","General Hate",,Yes,2018,34.203936,-111.606357,1,state,,,,AZ,,,US,"US Census Bureau"
"Proud Boys","Little Rock",Arkansas,"Proud Boys","General Hate",,,2018,34.746905,-92.280049,1,place,,,"Little Rock",AR,"Pulaski County",72201,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Fresno,California,"Proud Boys","General Hate",,,2018,36.8411,-119.801015,1,place,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys","Los Angeles",California,"Proud Boys","General Hate",,,2018,33.973951,-118.248405,1,place,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Sacramento,California,"Proud Boys","General Hate",,,2018,38.380456,-121.555406,1,place,,,Sacramento,CA,"Sacramento County",94203,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",,Colorado,"Proud Boys","General Hate",,Yes,2018,38.993867,-105.508319,1,state,,,,CO,,,US,"US Census Bureau"
"Proud Boys",Jacksonville,Florida,"Proud Boys","General Hate",,,2018,30.337538,-81.768622,1,place,,,Jacksonville,FL,"Duval County",32099,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Tampa,Florida,"Proud Boys","General Hate",,,2018,27.996097,-82.582035,1,place,,,Tampa,FL,"Hillsborough County",33601,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",DeLand,Florida,"Proud Boys","General Hate",,,2018,29.05725,-81.225582,1,place,,,Deland,FL,"Volusia County",32724,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Miami,Florida,"Proud Boys","General Hate",,,2018,25.558428,-80.458168,1,place,,,Miami,FL,"Miami-Dade County",33231,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Gainesville,Georgia,"Proud Boys","General Hate",,,2018,34.334398,-83.837912,1,place,,,Gainesville,GA,"Hall County",30501,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Atlanta,Georgia,"Proud Boys","General Hate",,,2018,33.844371,-84.47405,1,place,,,Atlanta,GA,"Fulton County",30301,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",,Hawaii,"Proud Boys","General Hate",,Yes,2018,19.828171,-155.49504,1,state,,,,HI,,,US,"US Census Bureau"
"Proud Boys",,Hawaii,"Proud Boys","General Hate",,Yes,2018,19.828171,-155.49504,1,state,,,,HI,,,US,"US Census Bureau"
"Proud Boys","Fort Wayne",Indiana,"Proud Boys","General Hate",,,2018,41.093763,-85.070713,1,place,,,"Fort Wayne",IN,"Allen County",46801,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Louisville,Kentucky,"Proud Boys","General Hate",,,2018,38.188962,-85.676819,1,place,,,Louisville,KY,"Jefferson County",40201,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys","New Orleans",Louisiana,"Proud Boys","General Hate",,,2018,29.958304,-90.077,1,place,,,"New Orleans",LA,"Orleans Parish",70112,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Baltimore,Maryland,"Proud Boys","General Hate",,,2018,39.296536,-76.623489,1,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",,Massachusetts,"Proud Boys","General Hate",,Yes,2018,42.15652,-71.489592,1,state,,,,MA,,,US,"US Census Bureau"
"Proud Boys",,Michigan,"Proud Boys","General Hate",,Yes,2018,44.844176,-85.660493,1,state,,,,MI,,,US,"US Census Bureau"
